fpr,tpr
0.0,0.0
0.010101010101,0.532627663631
0.020202020202,0.704595265073
0.030303030303,0.755343088196
0.040404040404,0.811314811005
0.0505050505051,0.819438759129
0.0606060606061,0.846453251883
0.0707070707071,0.885170694089
0.0808080808081,0.9073941248
0.0909090909091,0.91760513315
0.10101010101,0.929461264885
0.111111111111,0.946342908915
0.121212121212,0.962716535289
0.131313131313,0.967606219248
0.141414141414,0.975015455727
0.151515151515,0.977872598584
0.161616161616,0.982523761375
0.171717171717,0.982523761375
0.181818181818,0.982523761375
0.191919191919,0.982523761375
0.20202020202,0.98484934277
0.212121212121,0.98484934277
0.222222222222,0.98484934277
0.232323232323,0.987174924166
0.242424242424,0.987174924166
0.252525252525,0.989348837209
0.262626262626,0.991674418605
0.272727272727,0.991674418605
0.282828282828,0.994
0.292929292929,0.994
0.30303030303,0.994
0.313131313131,0.994
0.323232323232,0.996
0.333333333333,0.996
0.343434343434,0.998
0.353535353535,0.998
0.363636363636,0.998
0.373737373737,0.998
0.383838383838,0.998
0.393939393939,0.998
0.40404040404,0.998
0.414141414141,0.998
0.424242424242,0.998
0.434343434343,0.998
0.444444444444,0.998
0.454545454545,0.998
0.464646464646,0.998
0.474747474747,0.998
0.484848484848,0.998
0.494949494949,0.998
0.505050505051,0.998
0.515151515152,0.998
0.525252525253,0.998
0.535353535354,0.998
0.545454545455,0.998
0.555555555556,0.998
0.565656565657,0.998
0.575757575758,0.998
0.585858585859,0.998
0.59595959596,0.998
0.606060606061,0.998
0.616161616162,0.998
0.626262626263,0.998
0.636363636364,0.998
0.646464646465,0.998
0.656565656566,0.998
0.666666666667,0.998
0.676767676768,0.998
0.686868686869,0.998
0.69696969697,0.998
0.707070707071,0.998
0.717171717172,0.998
0.727272727273,0.998
0.737373737374,0.998
0.747474747475,0.998
0.757575757576,0.998
0.767676767677,0.998
0.777777777778,0.998
0.787878787879,0.998
0.79797979798,0.998
0.808080808081,0.998
0.818181818182,0.998
0.828282828283,1.0
0.838383838384,1.0
0.848484848485,1.0
0.858585858586,1.0
0.868686868687,1.0
0.878787878788,1.0
0.888888888889,1.0
0.89898989899,1.0
0.909090909091,1.0
0.919191919192,1.0
0.929292929293,1.0
0.939393939394,1.0
0.949494949495,1.0
0.959595959596,1.0
0.969696969697,1.0
0.979797979798,1.0
0.989898989899,1.0
1.0,1.0
